Analyte,Wavelength,Mermet_ax,Wash3,2ppm_Fe_ax,20ppmFe_ax,200ppmFe_ax,700ppmFe_ax,1000ppmFe_ax,2000ppmFe_ax,10000ppmFe_ax
Eu 381.967,381.9375,6238.1,6221.4,6330.2,6454.0,7601.4,10729.5,13389.8,22169.6,61825.0
Eu 381.967,381.9492,6209.0,6166.5,6294.8,6529.1,8867.7,15257.2,19942.6,34655.7,114218.9
Eu 381.967,381.9609,6175.9,6158.3,6286.3,6642.1,10230.1,20024.6,26885.5,47726.8,153361.0
Eu 381.967,381.9726,6142.8,6130.3,6233.9,6463.1,8666.8,14740.8,19236.0,33517.1,104790.2
Eu 381.967,381.9843,6144.6,6115.9,6236.1,6463.2,8809.5,15316.2,20098.7,35192.1,147430.9
Eu 381.967,381.9961,6111.1,6076.8,6213.6,6545.4,9814.6,19152.3,25467.4,45613.9,3768215.4
Eu 381.967,382.0078,6016.8,5991.1,6155.8,6682.9,12131.6,27703.5,38061.0,70704.1,6793591.5
Eu 381.967,382.0195,6003.5,5970.9,6203.7,7466.0,20308.9,56935.9,80741.1,598748.3,6728314.7
Eu 381.967,382.0312,6402.7,6233.2,8215.9,24806.5,187904.1,254405.2,986996.7,2448656.8,14978712.9
Nd 384.824,384.7841,14447.8,14330.1,14393.7,14452.7,14839.8,15861.8,16355.2,18176.2,29392.9
Nd 384.824,384.7959,14548.5,14439.0,14512.3,14564.4,14942.8,15899.2,16343.1,18087.8,28474.9
Nd 384.824,384.8077,14696.1,14608.3,14652.2,14701.8,15099.4,16113.4,16557.3,18332.4,28686.7
Nd 384.824,384.8195,14839.2,14729.9,14778.5,14829.8,15266.0,16351.4,16854.6,18836.9,31029.7
Nd 384.824,384.8313,14901.3,14804.3,14857.4,14951.7,15847.1,18197.4,19531.3,23928.2,54997.3
Nd 384.824,384.8431,14990.4,14891.9,14954.2,15029.8,15760.6,17644.6,18686.4,22248.4,47011.7
Nd 384.824,384.8549,15019.3,14907.0,14955.9,15012.6,15446.6,16527.2,17052.6,19079.2,31996.8
Nd 384.824,384.8667,14917.1,14840.6,14875.0,14942.7,15387.2,16519.4,17094.0,19158.4,32330.3
Nd 384.824,384.8786,14936.0,14825.6,14883.2,14936.2,15434.0,16698.2,17326.6,19620.1,34304.6
Nd 384.824,384.8904,15000.9,14910.7,14950.2,14994.8,15513.9,16839.8,17514.7,19965.2,35810.5
Nd 384.824,384.9022,14979.7,14885.4,14941.2,15015.3,15704.9,17573.2,18613.7,22229.5,47853.1
Nd 384.824,384.914,15037.1,14929.3,14985.3,15092.8,16021.9,18607.8,20100.0,25177.6,62645.5
Nd 384.824,384.9258,14981.8,14880.2,14936.2,15026.0,15763.3,17832.4,18979.9,22972.7,52218.4
Nd 384.824,384.9376,15068.7,14952.2,15018.4,15107.9,15920.6,18192.9,19468.4,23867.5,56589.8
Pr 390.844,390.7525,12363.2,12281.8,12334.2,12459.2,13533.1,16402.5,18074.8,23454.5,62235.3
Pr 390.844,390.7645,12519.6,12434.3,12489.7,12609.0,13520.7,15977.7,17345.1,21834.1,53851.5
Pr 390.844,390.7765,12693.3,12634.7,12680.4,12729.4,13300.2,14759.9,15502.2,18126.7,35912.4
Pr 390.844,390.7885,12531.6,12421.2,12488.3,12676.6,14452.2,19286.0,22166.2,31254.5,97681.8
Pr 390.844,390.8005,12495.6,12407.2,12499.4,13036.4,18260.0,32300.3,40900.5,67467.9,265405.9
Pr 390.844,390.8125,12514.5,12412.3,12471.2,12646.0,14266.7,18620.8,21178.5,29363.2,89734.1
Pr 390.844,390.8245,12574.4,12497.8,12528.7,12589.8,13006.3,14084.8,14608.8,16532.1,29292.2
Pr 390.844,390.8365,12723.0,12640.2,12680.6,12727.8,13143.3,14202.9,14710.7,16627.5,28482.0
Pr 390.844,390.8485,12714.0,12616.3,12684.2,12735.4,13128.5,14181.2,14692.9,16559.5,28112.2
Pr 390.844,390.8604,12605.0,12495.6,12548.2,12576.9,12950.7,13910.5,14344.9,16033.7,26549.7
Pr 390.844,390.8724,12569.0,12483.4,12519.4,12551.9,12905.9,13776.9,14154.5,15728.2,25611.3
Pr 390.844,390.8844,12528.4,12444.1,12486.9,12534.3,12834.5,13627.8,14014.5,15420.5,24267.5
Pr 390.844,390.8964,12615.3,12519.9,12579.5,12610.4,12938.9,13771.0,14165.8,15648.3,25141.5
Pr 390.844,390.9084,12842.1,12757.0,12785.0,12841.4,13186.3,14006.8,14387.8,15913.5,25422.1
Eu 393.048,392.9534,13878.7,12540.1,13806.5,13852.7,14158.7,14927.6,15197.7,28211.2,
Eu 393.048,392.9664,13492.1,12295.8,13400.4,13439.5,13783.2,14718.6,15180.8,28071.7,
Eu 393.048,392.9794,13437.3,12232.6,13341.4,13380.2,13787.1,14795.9,15278.6,28015.2,
Eu 393.048,392.9924,13588.7,12256.4,13496.9,13561.7,14068.9,15545.8,16346.6,31265.5,
Eu 393.048,393.0054,13558.7,12183.6,13464.4,13548.5,14355.6,16582.7,17902.8,35173.3,
Eu 393.048,393.0185,13734.8,12252.3,13675.2,13809.4,15149.7,18909.0,21197.2,42432.8,
Eu 393.048,393.0315,13691.2,12254.4,13619.4,13964.3,17341.7,27013.1,33052.8,65160.4,
Eu 393.048,393.0445,14279.2,12682.6,15487.8,28170.5,157321.9,533608.6,781274.9,1502573.9,
Eu 393.048,393.0575,14630.0,12972.4,17946.3,50149.4,379182.6,1351900.5,2008534.3,3779102.5,
Eu 393.048,393.0705,13981.4,12423.6,14234.9,17740.7,52247.4,148802.1,212831.7,418153.9,
Eu 393.048,393.0836,13670.8,12224.2,13636.0,14091.9,18606.2,30993.0,38842.0,75900.7,
Eu 393.048,393.0966,13658.0,12135.6,13574.0,13725.2,14852.3,18111.0,20055.5,40456.4,
Eu 393.048,393.1096,13930.9,12389.4,13835.4,13902.5,14662.7,16781.7,17985.1,36042.9,
Eu 393.048,393.1226,13928.7,12430.6,13860.3,13902.7,14443.9,15875.9,16704.0,33523.2,
Eu 393.048,393.1356,13886.8,12375.0,13798.7,13867.2,14341.6,15695.8,16441.9,33100.9,
Eu 393.048,393.1487,13795.3,12283.7,13736.1,13758.2,14152.4,15238.5,15807.6,32003.9,
Eu 393.048,393.1617,13855.5,12346.3,13767.6,13837.9,14424.7,16055.9,16953.4,34073.3,
Eu 393.048,393.1747,13837.0,12297.8,13769.5,14007.8,16162.2,21991.2,25471.1,50513.6,
Eu 393.048,393.1877,13705.0,12259.2,13631.7,13852.6,15884.5,21410.9,24699.5,48102.8,
Eu 393.048,393.2007,13816.2,12296.4,13746.8,13865.4,14914.5,17827.1,19512.4,39078.6,
Eu 393.048,393.2138,13810.1,12388.7,13732.8,13799.9,14435.7,16186.2,17113.1,33538.4,
Eu 393.048,393.2268,13681.6,12260.2,13599.5,13677.0,14281.8,15992.9,16964.4,33438.9,
Eu 393.048,393.2398,13938.5,12432.3,13879.6,13952.7,14811.9,17164.9,18532.6,37159.0,
Eu 393.048,393.2528,13898.9,12378.5,13814.2,13955.4,15236.7,18871.3,21091.4,42318.6,
Eu 393.048,393.2658,13898.8,12388.4,13843.4,14112.3,16722.0,24223.7,28924.2,57565.4,
Eu 393.048,393.2789,13936.0,12354.8,14555.6,21459.0,91726.0,295784.4,428337.2,830819.1,
Eu 393.048,393.2919,14835.8,13169.7,18717.1,56549.0,444709.1,1599422.4,2379547.1,4446983.0,
Eu 393.048,393.3049,14041.4,12464.0,14808.1,23096.8,106579.9,344760.0,504080.2,983595.3,
Eu 393.048,393.3179,13942.2,12410.0,13860.4,14259.4,18147.7,29086.4,36090.6,71800.8,
Eu 393.048,393.3309,13849.9,12325.4,13772.2,13921.5,15317.0,19282.4,21746.7,43729.4,
Eu 393.048,393.344,13818.5,12283.1,13742.2,13821.1,14673.7,17124.5,18541.5,37293.3,
Eu 393.048,393.35699999999997,13787.9,12281.2,13660.4,13764.8,14432.9,16344.5,17420.5,34303.6,
Eu 393.048,393.37,13853.6,12277.2,13771.5,14031.1,16352.6,22598.3,26378.5,52088.8,
Eu 393.048,393.38300000000004,13928.9,12367.9,13825.7,14037.0,15692.5,20185.5,22865.1,45437.8,
Eu 393.048,393.39599999999996,14105.3,12573.3,13991.5,14046.3,14366.4,15200.4,15594.2,31288.4,
Eu 393.048,393.4091,13997.0,12413.3,13884.4,13922.7,14134.7,14758.3,14998.2,30291.4,
Eu 393.048,393.4221,13898.3,12306.9,13783.3,13815.7,13980.9,14514.7,14690.1,29780.8,
Eu 393.048,393.4351,13991.7,12392.3,13863.4,13892.8,14056.8,14514.1,14659.2,29633.5,
Eu 393.048,393.4481,14163.3,12533.4,14018.1,14071.7,14196.8,14660.2,14778.4,29732.4,
Eu 393.048,393.4611,14021.7,12357.7,13844.3,13880.4,14019.4,14467.5,14602.9,29580.7,
Al 394.401,394.249,8673.2,8656.8,8702.5,9148.0,13658.3,25509.1,32805.5,55156.2,220340.7
Al 394.401,394.2611,8587.8,8543.8,8578.1,8842.4,11295.1,17531.5,21270.3,33072.3,120320.9
Al 394.401,394.2732,8525.5,8498.0,8499.1,8538.7,8925.7,9588.5,9933.1,11111.7,18208.0
Al 394.401,394.2853,8494.4,8471.6,8482.8,8510.5,8828.1,9390.2,9631.0,10570.8,15681.7
Al 394.401,394.2974,8482.1,8436.4,8440.2,8491.1,8803.6,9400.0,9689.2,10679.5,16069.0
Al 394.401,394.3095,8445.2,8411.0,8425.5,8469.3,8991.7,10060.4,10628.7,12483.5,23767.7
Al 394.401,394.3216,8426.5,8390.6,8408.7,8490.5,9235.8,10938.2,11879.7,14894.6,34404.0
Al 394.401,394.3337,8423.7,8366.9,8399.6,8491.3,9385.3,11507.1,12726.3,16678.3,44970.3
Al 394.401,394.3458,8420.2,8378.0,8396.3,8489.2,9390.2,11548.4,12774.7,16803.3,46091.6
Al 394.401,394.3579,8371.4,8347.9,8360.0,8402.4,9014.3,10248.0,10936.7,13126.3,27247.8
Al 394.401,394.37,8358.5,8331.9,8340.8,8397.6,8900.3,9962.5,10521.7,12368.9,23765.8
Al 394.401,394.3821,8330.4,8288.8,8310.2,8348.9,8696.6,9293.3,9541.9,10529.3,15809.7
Al 394.401,394.3942,8451.1,8367.4,8579.0,8561.7,8972.8,9543.9,9775.4,10764.6,16121.0
Al 394.401,394.4063,8818.1,8644.7,9376.2,9221.8,9912.3,10768.2,11047.9,12640.8,21911.1
Al 394.401,394.4184,8363.1,8301.6,8426.9,8437.9,8881.7,9599.2,9956.0,11206.6,18586.8
Al 394.401,394.4305,8269.9,8223.3,8257.9,8272.7,8626.5,9190.9,9434.1,10428.4,15810.4
Al 394.401,394.4426,8228.5,8190.4,8209.2,8236.3,8586.9,9192.1,9469.1,10470.3,16261.9
Al 394.401,394.4547,8195.6,8171.4,8173.9,8189.7,8549.7,9145.4,9412.3,10401.8,15935.5
Al 394.401,394.4668,8186.5,8169.5,8164.5,8194.7,8648.6,9532.3,9998.0,11516.8,21234.9
Al 394.401,394.4789,8192.7,8160.2,8177.9,8245.5,9094.9,11071.2,12210.3,15777.9,40836.2
Al 394.401,394.491,8193.8,8147.2,8181.2,8342.3,10081.4,14398.1,17004.3,25045.8,83204.4
Al 394.401,394.5031,8161.4,8144.3,8164.9,8284.6,9478.2,12393.0,14104.1,19451.8,57873.4
Al 394.401,394.5152,8173.5,8128.3,8156.7,8352.0,10369.8,15479.9,18565.7,28151.0,99274.2
Al 394.401,394.5273,8159.7,8125.7,8130.3,8170.1,8746.4,9916.3,10549.8,12684.0,26706.2
Al 394.401,394.5394,8141.3,8113.7,8112.9,8149.8,8452.2,8961.6,9172.1,10008.7,14551.5
Al 394.401,394.5515,8134.4,8098.3,8115.6,8129.6,8445.1,8902.2,9100.3,9864.3,13845.4
Al 394.401,394.5636,8153.9,8108.2,8119.8,8158.9,8432.5,8910.6,9126.5,9924.3,14082.9
Al 394.401,394.5757,8137.3,8113.1,8118.7,8143.1,8494.3,9064.9,9315.7,10267.3,15637.0
Al 394.401,394.5878,8155.2,8120.1,8130.5,8151.1,8555.5,9284.5,9650.6,10912.2,18495.4
Al 394.401,394.5999,8177.1,8158.2,8142.4,8188.1,8566.8,9225.0,9546.4,10696.8,17440.4
Ca 396.847,396.7571,9025.9,8666.9,8841.7,8923.6,9235.4,10058.0,10499.9,12046.7,22921.5
Ca 396.847,396.7693,9151.3,8855.4,8990.5,9064.7,9337.2,10030.6,10380.0,11689.4,20723.3
Ca 396.847,396.7814,9293.5,8954.8,9112.8,9255.8,10057.8,12311.5,13598.7,17676.2,46726.8
Ca 396.847,396.7936,9505.4,9028.4,9263.2,9660.8,12809.1,21213.7,26307.4,42095.2,156878.5
Ca 396.847,396.8058,9854.0,9143.2,9476.6,9681.7,10552.0,12967.5,14340.6,18907.9,51156.8
Ca 396.847,396.81800000000004,10514.5,9092.3,9755.5,10060.9,10284.0,11294.1,11789.6,13884.6,27678.9
Ca 396.847,396.8301,21965.0,10865.3,16175.1,18342.8,17312.1,18116.5,18294.0,22178.3,43748.0
Ca 396.847,396.8423,222171.6,38419.2,124827.5,158231.0,134689.0,131945.0,126039.5,159668.1,308811.6
Ca 396.847,396.8545,111125.9,23116.7,63247.2,78497.1,68035.9,66925.9,64567.3,82463.8,162469.8
Ca 396.847,396.8666,13502.0,9922.1,11566.8,12225.5,12307.2,13600.7,14248.3,17441.7,38993.5
Ca 396.847,396.8788,10882.7,9718.6,10249.6,10485.7,10880.0,12169.6,12896.5,15614.7,35274.7
Ca 396.847,396.89099999999996,10302.4,9669.6,9951.3,10117.6,10740.6,12513.3,13578.3,17176.4,44611.7
Ca 396.847,396.9031,10170.5,9783.4,9963.1,10152.3,11504.8,15384.9,17786.4,25553.6,87469.2
Ca 396.847,396.9153,10317.5,9972.1,10418.6,13231.7,41085.1,120175.1,170556.3,219371.0,1589776.7
Nd 401.225,401.1333,12682.3,12650.9,12664.4,12720.5,13095.4,14004.3,14467.9,16131.3,27104.7
Nd 401.225,401.1456,12600.8,12551.0,12597.2,12652.5,13191.6,14580.4,15325.8,17900.7,35918.6
Nd 401.225,401.1579,12453.7,12397.0,12450.5,12467.4,12690.9,13224.7,13438.7,14399.3,19862.0
Nd 401.225,401.1702,12276.3,12219.4,12226.0,12299.3,12650.5,13560.6,14019.8,15698.8,27070.1
Nd 401.225,401.1825,12181.9,12141.0,12156.7,12202.0,12417.3,12965.4,13182.7,14116.8,19660.6
Nd 401.225,401.1948,12107.8,12058.3,12059.0,12105.0,12258.6,12598.1,12690.9,13291.8,16070.3
Nd 401.225,401.2071,12139.1,12087.2,12103.2,12135.9,12339.1,12855.4,13026.5,13875.8,18536.2
Nd 401.225,401.2194,12086.0,12046.8,12050.4,12100.0,12288.6,12823.6,13007.1,13898.1,18828.4
Nd 401.225,401.2318,12152.9,12097.2,12115.5,12140.4,12325.9,12657.1,12763.7,13337.1,15966.8
Nd 401.225,401.2441,12127.2,12095.5,12100.0,12133.5,12326.3,12790.8,12931.6,13666.3,17188.3
Nd 401.225,401.2564,12235.0,12195.9,12214.1,12245.0,12437.4,12908.6,13075.9,13861.8,17856.0
Nd 401.225,401.2687,12363.9,12292.8,12327.0,12365.6,12563.7,12976.0,13131.5,13870.4,17472.1
Nd 401.225,401.281,12471.3,12392.1,12423.1,12456.0,12656.0,13020.0,13138.8,13750.9,16502.7
Nd 401.225,401.2933,12571.2,12543.5,12544.5,12584.4,12743.5,13087.0,13192.3,13752.0,16243.6
Mn 403.075,402.9844,9172.2,9137.8,9161.7,9170.6,9550.4,10115.4,10358.8,11345.0,17235.9
Mn 403.075,402.9968,9132.6,9092.7,9088.9,9109.3,9428.1,9844.9,10006.5,10743.7,14782.7
Mn 403.075,403.0092,9127.1,9082.1,9090.4,9146.3,9599.0,10504.8,10958.4,12584.6,23926.7
Mn 403.075,403.0215,9078.2,9030.6,9047.1,9135.3,10097.4,12333.9,13646.1,17929.2,50517.9
Mn 403.075,403.0339,8979.7,8961.1,8993.6,9042.7,9831.3,11576.0,12533.0,15665.2,36916.6
Mn 403.075,403.0463,8960.2,8910.7,8997.1,9685.3,16513.1,34498.8,45621.4,78953.0,322830.5
Mn 403.075,403.0586,9030.7,9009.4,9054.5,9556.2,14470.8,27118.0,34772.1,58461.1,228835.6
Mn 403.075,403.07099999999997,8966.0,8947.9,8962.3,9021.6,9718.5,11185.2,11908.6,14662.9,32862.3
Mn 403.075,403.0834,8867.3,8831.1,8846.2,8916.4,9665.9,11287.4,12110.5,15130.2,35347.3
Mn 403.075,403.0957,8938.0,8897.4,8921.8,8981.5,9770.8,11403.6,12298.7,15292.6,35294.9
Mn 403.075,403.1081,8898.0,8854.8,8863.5,8893.1,9203.0,9670.7,9820.7,10604.5,14944.9
Mn 403.075,403.1205,8845.3,8816.5,8804.5,8846.8,9208.2,9800.1,10050.5,11060.5,17389.7
Mn 403.075,403.1329,8844.3,8809.0,8823.5,8840.4,9208.7,9736.0,9946.1,10852.5,16443.1
Mn 403.075,403.1452,8788.7,8745.9,8743.9,8773.0,9068.2,9447.5,9590.5,10236.2,13531.3
Sr 421.552,421.4028,16724.8,16560.7,16607.5,16596.5,16578.8,16471.6,16233.1,17321.4,17403.5
Sr 421.552,421.4171,17185.3,17070.4,17100.3,17108.2,17037.8,16813.0,16530.7,17389.2,16092.6
Sr 421.552,421.4315,17469.0,17307.2,17367.9,17362.9,17296.2,17105.8,16849.9,17733.4,16982.8
Sr 421.552,421.4459,17663.6,17494.8,17530.4,17573.9,17521.2,17344.0,17082.4,18066.1,17582.3
Sr 421.552,421.4602,17731.6,17583.3,17626.7,17650.4,17552.9,17330.0,17031.3,17917.2,16429.6
Sr 421.552,421.4746,17830.8,17653.8,17701.4,17736.6,17689.3,17523.9,17313.1,18501.0,18154.3
Sr 421.552,421.48900000000003,17797.2,17644.3,17719.4,17725.4,17687.2,17578.2,17366.0,18630.6,18775.4
Sr 421.552,421.5033,17983.5,17832.5,17880.0,17873.2,17770.3,17537.7,17249.7,18302.8,16833.7
Sr 421.552,421.5177,18185.2,17988.9,18046.5,18072.0,17969.6,17778.2,17507.6,18543.8,17556.4
Sr 421.552,421.5321,18060.8,17887.8,18008.2,18070.7,18938.2,21193.4,22415.2,27900.9,60634.6
Sr 421.552,421.5465,19621.4,18205.7,21288.6,20559.1,23117.0,27548.7,29992.0,40105.2,110124.9
Sr 421.552,421.5608,18802.4,17907.8,19665.0,19158.7,19514.3,19282.6,18858.2,20289.1,21536.9
Sr 421.552,421.5752,18328.9,18150.0,18230.7,18243.9,18195.7,18068.0,17798.3,19052.6,19271.6
Sr 421.552,421.5896,18124.5,17935.8,18040.5,18060.6,18300.2,18955.7,19197.3,21871.6,33400.9
Sr 421.552,421.6039,18223.6,18031.6,18122.8,18364.6,20543.8,26959.0,30786.1,44028.6,139186.0
Sr 421.552,421.6183,18265.2,18079.3,18323.8,19870.1,35781.4,82568.2,113416.2,198445.9,913525.7
Li 610.362,610.1531,77529.4,76785.5,77108.6,77114.7,76599.2,75650.0,74252.2,72701.5,61688.0
Li 610.362,610.1732,58068.8,57357.9,57618.3,57683.4,57420.6,57113.2,56260.0,55997.8,55031.9
Li 610.362,610.1934,43746.6,43207.5,43454.0,43542.4,44600.3,47558.8,48787.9,54403.4,93737.6
Li 610.362,610.2135,37064.5,36671.4,36894.3,37354.3,41463.2,52744.1,59286.4,80544.8,233285.0
Li 610.362,610.2337,33593.9,33206.5,33397.4,33812.5,37331.6,46987.8,52572.1,70906.5,202468.9
Li 610.362,610.2539,31740.7,31350.8,31496.2,31629.8,32367.1,34610.0,35584.7,39751.9,68727.3
Li 610.362,610.274,30791.1,30360.6,30561.6,30637.3,30897.5,31881.4,32090.8,33855.5,46164.5
Li 610.362,610.2942,30060.6,29717.7,29892.3,29999.2,30695.3,32796.1,33701.6,37416.4,63398.1
Li 610.362,610.3143,29602.0,29324.4,29432.7,29712.5,31900.3,37991.3,41398.0,52734.0,132496.8
Li 610.362,610.3345,29738.6,29434.5,29617.8,29808.5,31905.7,37593.8,40745.0,51427.9,127081.9
Li 610.362,610.3547,30008.2,29717.0,29867.6,29912.5,30478.4,32161.3,32853.1,35886.2,57100.8
Li 610.362,610.3748,30517.4,30186.3,30330.4,30368.5,30435.7,30906.3,30785.1,31565.7,37188.4
Li 610.362,610.395,31823.4,31469.6,31653.1,31630.3,31638.5,31780.2,31472.9,31719.4,34031.2
Li 610.362,610.4151,34783.1,34421.4,34570.0,34564.5,34528.4,34591.9,34158.8,34164.6,35132.4
Li 610.362,610.4353,41275.7,40886.6,41137.9,41096.6,40960.5,40862.9,40223.0,39888.1,38530.7
Li 610.362,610.4555,57356.7,56891.1,57231.9,57176.1,56859.2,56395.8,55359.7,54352.6,48025.2
Li 670.784,670.5707,33415.2,33058.6,33254.5,33235.7,33266.4,33614.2,33394.0,33814.0,37611.7
Li 670.784,670.5914,33562.5,33168.2,33383.9,33365.1,33311.8,33577.2,33274.3,33541.9,35983.1
Li 670.784,670.612,33555.9,33172.2,33388.8,33345.0,33340.6,33560.2,33279.6,33473.9,35652.0
Li 670.784,670.6327,33778.1,33381.7,33576.5,33618.9,33533.0,33727.7,33425.9,33608.8,35537.4
Li 670.784,670.6533,33918.0,33520.0,33740.5,33715.3,33629.7,33870.1,33501.1,33627.8,35229.0
Li 670.784,670.674,34067.9,33689.6,33917.3,33872.6,33773.5,33987.4,33664.1,33726.1,35101.8
Li 670.784,670.6947,34214.1,33851.9,34076.5,34030.3,33963.2,34163.3,33808.8,33890.3,35351.1
Li 670.784,670.7153,34426.4,34057.0,34249.0,34233.6,34171.6,34391.8,34071.0,34219.5,36135.1
Li 670.784,670.7360000000001,34704.6,34288.3,34515.9,34531.8,34497.5,34809.5,34503.1,34850.6,38023.0
Li 670.784,670.7566,34939.7,34591.7,34862.7,34835.4,34846.6,35223.5,34944.5,35367.4,38806.7
Li 670.784,670.7773,35185.9,34846.3,35225.6,35184.5,35217.8,35526.0,35167.5,35546.5,38145.8
Li 670.784,670.798,35228.1,34909.8,35272.0,35169.5,35200.6,35452.2,35117.0,35359.0,37425.9
Li 670.784,670.8186,35303.6,34878.1,35141.8,35147.3,35085.3,35299.7,34983.4,35191.7,37059.0
Li 670.784,670.8393,35168.4,34755.5,35010.4,34979.6,34916.9,35155.2,34778.7,34958.7,36720.3
Li 670.784,670.8599,35172.5,34798.2,35008.3,34984.2,34925.0,35127.3,34769.3,34927.4,36580.4
Li 670.784,670.8806,34932.3,34524.6,34754.5,34741.6,34685.8,34893.1,34592.4,34678.5,36302.5
K 766.490,766.2581,23637.1,23332.0,23490.8,23449.6,23332.9,23427.9,23143.7,23017.6,22962.0
K 766.490,766.2808,24165.4,23820.2,23985.0,23969.3,23845.4,23954.2,23640.3,23512.9,23445.9
K 766.490,766.3035,24890.1,24524.6,24698.3,24679.8,24558.1,24668.5,24349.5,24226.7,24287.4
K 766.490,766.3263,25289.6,24938.0,25132.6,25077.9,24996.2,25127.9,24857.4,24827.1,25486.1
K 766.490,766.3489999999999,25943.7,25556.3,25776.2,25714.7,25683.5,25971.4,25792.8,26054.2,29180.8
K 766.490,766.3717,26490.3,26101.0,26301.9,26309.1,26400.2,27183.9,27313.4,28606.4,39957.3
K 766.490,766.3944,27052.7,26653.6,26890.7,26887.7,27355.6,29138.6,29893.7,33161.1,60865.0
K 766.490,766.4172,27835.1,27403.7,27638.9,27704.7,28463.5,31134.6,32404.0,37469.3,79378.3
K 766.490,766.4399,28629.0,28275.6,28477.9,28539.2,29458.0,32413.7,34023.9,39816.5,88108.2
K 766.490,766.4626,29351.4,28981.7,29212.5,29209.6,29566.0,30984.3,31534.0,34079.4,55927.3
K 766.490,766.4853,30016.5,29646.1,29850.3,29815.5,29795.8,30232.3,30156.5,30548.4,35461.3
K 766.490,766.5081,30494.1,30128.4,30309.8,30258.2,30155.7,30326.1,30083.0,29978.8,30739.0
K 766.490,766.5308,31241.9,30854.0,31056.1,31006.7,30855.6,30937.6,30578.5,30339.0,29662.9
K 766.490,766.5535,31974.1,31548.4,31806.8,31752.7,31564.7,31574.0,31198.7,30896.5,29639.5
K 766.490,766.5762,32305.4,31850.1,32078.5,32040.8,31852.0,31877.9,31461.5,31122.8,29683.9
K 766.490,766.5989999999999,32710.6,32270.6,32497.5,32443.8,32251.1,32288.4,31866.8,31532.0,29952.3
Cl 782.139,781.8609,26275.8,26054.4,26137.0,26141.7,26163.0,26124.3,25909.8,26084.6,28053.4
Cl 782.139,781.8872,26044.7,25831.9,25914.5,25932.1,25875.9,25870.6,25618.3,25736.8,27419.1
Cl 782.139,781.9136,26147.2,25977.3,26024.9,26056.1,25992.4,25954.1,25728.3,25855.8,27415.3
Cl 782.139,781.9399,26098.7,25893.4,25973.1,25983.5,25919.3,25888.4,25642.7,25747.3,27332.6
Cl 782.139,781.9662,26028.7,25830.7,25944.9,25903.4,25831.2,25823.4,25588.8,25710.9,27265.7
Cl 782.139,781.9925,25745.2,25530.1,25633.8,25634.0,25583.7,25578.9,25319.2,25438.9,27031.6
Cl 782.139,782.0188,25271.6,25110.5,25173.4,25176.7,25134.2,25125.0,24898.6,25032.7,26857.5
Cl 782.139,782.0451,25143.0,24952.6,25049.9,25054.9,25012.2,25024.4,24815.2,25004.6,27132.0
Cl 782.139,782.0714,25231.4,25052.4,25118.3,25127.8,25081.8,25136.5,24926.3,25137.3,27546.5
Cl 782.139,782.0978,25389.2,25166.6,25272.4,25280.0,25243.8,25269.8,25091.0,25295.9,27652.8
Cl 782.139,782.1241,25782.2,25577.0,25670.9,25690.5,25647.7,25663.3,25458.9,25636.6,27683.8
Cl 782.139,782.1504,26140.5,25939.1,26036.0,26028.2,25961.5,25941.6,25713.7,25804.2,27287.4
Cl 782.139,782.1767,26377.3,26216.6,26282.7,26278.3,26218.4,26152.5,25897.7,25951.4,26973.2
Cl 782.139,782.203,26654.3,26463.1,26560.3,26546.2,26466.5,26380.7,26110.2,26121.4,26758.0
Cl 782.139,782.2293,27088.1,26860.9,26964.3,26966.2,26869.3,26803.9,26509.1,26483.0,26912.5
Cl 782.139,782.2557,27343.9,27156.9,27246.8,27234.3,27151.2,27028.7,26705.6,26682.1,26960.0
Cl 725.670,725.3893,25430.1,25376.9,25397.7,25369.8,25315.0,24993.1,24683.9,24387.6,22875.1
Cl 725.670,725.4156,36759.9,36766.3,36787.7,36680.8,36616.2,35959.6,35492.8,34770.8,30428.7
Cl 725.670,725.4419,52311.2,52296.8,52314.5,52154.6,52122.5,51218.0,50546.2,49658.8,43913.3
Cl 725.670,725.4683,53997.6,53802.8,53824.8,53706.7,53693.5,52922.0,52461.4,52022.1,49926.1
Cl 725.670,725.4946,37382.0,37206.4,37180.3,37147.1,37120.2,36496.1,36081.8,35736.9,34060.7
Cl 725.670,725.5209,26012.3,25888.2,25884.8,25885.3,25813.9,25463.9,25137.3,24917.7,24098.1
Cl 725.670,725.5472,22147.5,22065.1,22057.3,22075.0,22050.9,21846.2,21618.8,21595.1,21862.4
Cl 725.670,725.5735,20574.5,20486.6,20517.1,20505.7,20523.3,20421.7,20246.9,20364.7,21624.0
Cl 725.670,725.5998,19989.7,19904.7,19922.0,19958.9,19981.5,20055.8,19992.3,20406.8,23877.4
Cl 725.670,725.6261,19714.8,19603.7,19654.2,19678.9,19739.1,19860.7,19867.2,20389.3,24810.3
Cl 725.670,725.6525,19639.2,19543.8,19551.1,19567.3,19580.4,19537.4,19423.2,19647.7,21659.3
Cl 725.670,725.6788,19472.7,19394.8,19400.1,19429.4,19390.6,19286.8,19088.6,19137.6,19975.4
Cl 725.670,725.7051,19320.3,19233.6,19280.2,19295.1,19260.2,19113.9,18919.4,18921.3,19494.0
Cl 725.670,725.7314,19172.8,19057.3,19105.1,19118.8,19074.1,18950.0,18727.9,18748.1,19191.0
